 0.00000000   0.00000000  0
 0.00299556   0.00964661  0
 0.01288097   0.01556285  0
 0.02997479   0.00444809  0
 0.03931246   0.00932828  0
 0.00082883   0.05049825  0
 0.05348352   0.02850628  0
 0.04173620   0.05707521  0
 0.05546339   0.05876868  0
 0.08160383   0.04006591  0
 0.08918751   0.04741971  0
 0.10716084  -0.02936383  0
 0.12118320  -0.00264752  0
 0.12877773   0.02567948  0
 0.14111296  -0.00922449  0
 0.15057947  -0.01681263  0
 0.11347636  -0.11507779  0
 0.17155251  -0.00751817  0
 0.16718685  -0.07145914  0
 0.19132587   0.01507932  0
 0.13677189   0.14867956  0
 0.13560642  -0.16311440  0
 0.10402475  -0.19637099  0
 0.21563354  -0.08646538  0
-0.09830332  -0.22159867  0
 0.24603141  -0.05689946  0
 0.12416625  -0.23142017  0
 0.13264194  -0.23829872  0
-0.12380430  -0.25429182  0
-0.14615527  -0.25386258  0
 0.01024529  -0.30285706  0
-0.05569057  -0.30813922  0
 0.11179528  -0.30328361  0
 0.23880672  -0.23255636  0
-0.04070229  -0.34101389  0
-0.16072104  -0.31489045  0
-0.32569508  -0.16172235  0
-0.34792604  -0.13648113  0
-0.18507461  -0.33627265  0
-0.23735481  -0.31440569  0
-0.14781403  -0.37603146  0
-0.11835026  -0.39687067  0
-0.10401211  -0.41129444  0
-0.35689400   0.24754978  0
-0.38508408  -0.22190339  0
-0.42110596  -0.17111792  0
-0.35766900  -0.29659606  0
-0.43274188   0.19524248  0
-0.37977777  -0.30140820  0
-0.49072571   0.06452346  0
-0.50201922  -0.05525142  0
-0.41547297   0.30457067  0
-0.50410401   0.14754443  0
-0.53466208   0.02720045  0
-0.40716172   0.36296004  0
-0.27288741   0.48391573  0
-0.31628726   0.46896665  0
-0.21054855   0.53587881  0
-0.39579841   0.43194201  0
-0.28830879   0.52158018  0
-0.32131948   0.51387085  0
-0.18288019   0.58839610  0
-0.25943703   0.56999764  0
-0.44875689   0.45119389  0
 0.17254099   0.62301376  0
 0.05350375   0.65438201  0
-0.27889386   0.60552676  0
 0.44415153   0.51063089  0
 0.09030309   0.68090671  0
 0.45562010   0.52742495  0
 0.64598429   0.28749484  0
 0.58461715   0.41540108  0
 0.72722418   0.00840274  0
 0.33600855   0.65636749  0
 0.73565610   0.13239562  0
 0.61629755   0.44056595  0
 0.62807366   0.44141941  0
 0.72636602   0.27808394  0
 0.78113114   0.10289375  0
 0.78854840  -0.12232410  0
 0.75748369   0.28144814  0
 0.58266273  -0.57439153  0
 0.65348400  -0.50893134  0
 0.81469858   0.19787291  0
 0.16507665  -0.83227173  0
-0.09342217  -0.85348812  0
 0.12854314  -0.85912370  0
 0.58397888  -0.65668623  0
 0.78027319  -0.42579009  0
-0.08290098  -0.89515935  0
 0.46384948  -0.78185033  0
-0.33954992  -0.85417775  0
 0.02574851  -0.92893615  0
-0.41492044  -0.84279416  0
-0.23339488  -0.92036269  0
-0.48052034  -0.83061701  0
-0.26559624  -0.93261506  0
-0.93467752  -0.29390817  0
-0.50696133  -0.85022951  0
-0.70058481  -0.71356915  0
-0.00000000  -0.00000000  1
-0.00002376  -0.01010098  1
-0.00285905  -0.01999869  1
-0.02965084  -0.00625310  1
-0.01546202  -0.03732844  1
-0.04476768   0.02337981  1
-0.05014583  -0.03403661  1
-0.05576118  -0.04347621  1
-0.05778878   0.05648366  1
-0.07216310   0.05528968  1
-0.05889495   0.08206354  1
-0.09363085   0.05982427  1
-0.11844549  -0.02574967  1
-0.03858067   0.12551761  1
-0.13572699   0.03970066  1
-0.09169381   0.12061959  1
-0.07414071   0.14360689  1
-0.13731279   0.10311151  1
-0.07763252   0.16441120  1
-0.03550571   0.18860626  1
-0.07077987   0.18921515  1
-0.17790227   0.11552572  1
-0.04306562   0.21800933  1
